"District
Number",Zip Codes,District,Region,County,"School
Type","Alternative
Education
Accountability",Charter,"Number of
Students","%
Economically
Disadvantaged","% EB/EL
Students","Overall
Rating","Overall
Score","Student
Achievement
Rating","Student
Achievement
Score","School
Progress
Rating","School
Progress
Score","Academic
Growth
Rating","Academic
Growth
Score","Relative
Performance
Rating","Relative
Performance
Score","Closing
the Gaps Rating","Closing
the Gaps Score"
49907,,LINDSAY ISD,REGION 11: FORT WORTH,COOKE,High School,No,No,231,12.10%,0.00%,A,97,A,95,A,92,A,92,B,81,A,100
50902,,GATESVILLE ISD,REGION 12: WACO,CORYELL,High School,No,No,801,51.60%,2.90%,B,83,B,85,B,83,C,76,B,83,C,77
50910,,COPPERAS COVE ISD,REGION 12: WACO,CORYELL,High School,No,No,"2,260",55.40%,4.50%,B,82,B,85,B,85,Not Rated: Senate Bill 1365,69,B,85,C,75
50910,,COPPERAS COVE ISD,REGION 12: WACO,CORYELL,High School,Yes,No,106,77.40%,6.60%,C,79,C,79,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
52901,,CRANE ISD,REGION 15: SAN ANGELO,CRANE,High School,No,No,326,35.00%,12.60%,B,85,C,77,B,89,B,89,Not Rated: Senate Bill 1365,62,C,77
53001,,CROCKETT COUNTY CONSOLIDATED CSD,REGION 15: SAN ANGELO,CROCKETT,High School,No,No,235,61.70%,16.60%,A,90,A,90,A,91,Not Rated: Senate Bill 1365,66,A,91,B,86
54903,,RALLS ISD,REGION 17: LUBBOCK,CROSBY,High School,No,No,144,77.10%,2.80%,B,85,B,82,B,89,Not Rated: Senate Bill 1365,52,B,89,C,74
54903,,RALLS ISD,REGION 17: LUBBOCK,CROSBY,High School,Yes,No,3,100.00%,0.00%,B,83,C,79,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
56901,,DALHART ISD,REGION 16: AMARILLO,DALLAM,High School,No,No,459,54.50%,12.60%,B,86,B,89,B,89,C,78,B,89,C,78
57803,,UPLIFT EDUCATION,REGION 10: RICHARDSON,DALLAS,High School,No,Yes,494,14.80%,5.10%,A,98,A,97,B,88,C,72,B,88,A,100
57803,,UPLIFT EDUCATION,REGION 10: RICHARDSON,DALLAS,High School,No,Yes,577,78.50%,45.40%,B,86,B,85,B,88,B,83,B,88,B,81
57803,,UPLIFT EDUCATION,REGION 10: RICHARDSON,DALLAS,High School,No,Yes,546,78.60%,36.40%,B,87,B,89,A,91,B,82,A,91,C,77
57803,,UPLIFT EDUCATION,REGION 10: RICHARDSON,DALLAS,High School,No,Yes,547,79.50%,26.50%,B,84,B,81,B,88,C,73,B,88,C,73
57803,,UPLIFT EDUCATION,REGION 10: RICHARDSON,DALLAS,High School,No,Yes,357,70.00%,17.90%,B,87,B,88,A,91,B,84,A,91,C,78
57803,,UPLIFT EDUCATION,REGION 10: RICHARDSON,DALLAS,High School,No,Yes,464,65.70%,16.40%,B,89,A,90,A,92,C,78,A,92,B,83
57803,,UPLIFT EDUCATION,REGION 10: RICHARDSON,DALLAS,High School,No,Yes,495,83.20%,32.50%,B,85,B,86,B,88,Not Rated: Senate Bill 1365,58,B,88,C,77
57803,,UPLIFT EDUCATION,REGION 10: RICHARDSON,DALLAS,High School,No,Yes,346,64.20%,30.90%,B,87,B,89,A,91,A,91,A,91,C,77
57803,,UPLIFT EDUCATION,REGION 10: RICHARDSON,DALLAS,High School,No,Yes,418,73.00%,43.50%,B,86,C,79,A,90,C,76,A,90,C,75
57803,,UPLIFT EDUCATION,REGION 10: RICHARDSON,DALLAS,High School,No,Yes,366,74.60%,41.80%,B,87,C,79,A,91,B,89,A,91,C,77
57803,,UPLIFT EDUCATION,REGION 10: RICHARDSON,DALLAS,High School,No,Yes,291,82.80%,34.00%,B,82,Not Rated: Senate Bill 1365,69,B,86,B,86,C,76,C,74
57804,,TEXANS CAN ACADEMIES,REGION 10: RICHARDSON,DALLAS,High School,Yes,Yes,302,92.70%,36.80%,Not Rated: Senate Bill 1365,68,C,78,C,76,C,76,Not Rated,        .,Not Rated: Senate Bill 1365,30
57804,,TEXANS CAN ACADEMIES,REGION 10: RICHARDSON,DALLAS,High School,Yes,Yes,576,93.80%,39.10%,Not Rated: Senate Bill 1365,62,C,73,C,71,C,71,Not Rated,        .,Not Rated: Senate Bill 1365,30
57804,,TEXANS CAN ACADEMIES,REGION 10: RICHARDSON,DALLAS,High School,Yes,Yes,373,91.70%,65.40%,Not Rated: Senate Bill 1365,67,B,80,B,80,B,80,Not Rated,        .,Not Rated: Senate Bill 1365,30
57804,,TEXANS CAN ACADEMIES,REGION 10: RICHARDSON,DALLAS,High School,Yes,Yes,639,91.70%,34.00%,A,90,B,80,B,86,B,86,Not Rated,        .,C,78
57804,,TEXANS CAN ACADEMIES,REGION 10: RICHARDSON,DALLAS,High School,Yes,Yes,312,90.10%,15.40%,B,82,C,75,B,85,B,85,Not Rated,        .,C,70
57804,,TEXANS CAN ACADEMIES,REGION 10: RICHARDSON,DALLAS,High School,Yes,Yes,344,86.60%,43.00%,B,83,C,75,B,84,B,84,Not Rated,        .,C,70
57804,,TEXANS CAN ACADEMIES,REGION 10: RICHARDSON,DALLAS,High School,Yes,Yes,350,94.00%,15.40%,B,86,C,79,B,89,B,89,Not Rated,        .,Not Rated: Senate Bill 1365,63
57804,,TEXANS CAN ACADEMIES,REGION 10: RICHARDSON,DALLAS,High School,Yes,Yes,475,90.50%,27.20%,Not Rated: Senate Bill 1365,69,C,76,B,80,B,80,Not Rated,        .,Not Rated: Senate Bill 1365,30
57804,,TEXANS CAN ACADEMIES,REGION 10: RICHARDSON,DALLAS,High School,Yes,Yes,376,93.60%,20.70%,B,83,C,77,B,83,B,83,Not Rated,        .,C,70
57804,,TEXANS CAN ACADEMIES,REGION 10: RICHARDSON,DALLAS,High School,Yes,Yes,359,94.70%,26.20%,C,75,C,72,B,88,B,88,Not Rated,        .,Not Rated: Senate Bill 1365,30
57804,,TEXANS CAN ACADEMIES,REGION 10: RICHARDSON,DALLAS,High School,Yes,Yes,308,92.90%,12.30%,Not Rated: Senate Bill 1365,69,C,78,C,77,C,77,Not Rated,        .,Not Rated: Senate Bill 1365,30
57804,,TEXANS CAN ACADEMIES,REGION 10: RICHARDSON,DALLAS,High School,Yes,Yes,390,92.10%,32.60%,B,83,C,77,B,80,B,80,Not Rated,        .,C,70
57804,,TEXANS CAN ACADEMIES,REGION 10: RICHARDSON,DALLAS,High School,Yes,Yes,233,93.60%,28.80%,C,76,C,74,C,77,C,77,Not Rated,        .,Not Rated: Senate Bill 1365,61
57807,,LIFE SCHOOL,REGION 10: RICHARDSON,DALLAS,High School,No,Yes,986,44.00%,4.80%,B,86,B,88,B,85,B,83,B,85,B,82
57814,,ACADEMY FOR ACADEMIC EXCELLENCE,REGION 10: RICHARDSON,DALLAS,High School,Yes,Yes,18,100.00%,11.10%,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
57814,,ACADEMY FOR ACADEMIC EXCELLENCE,REGION 10: RICHARDSON,DALLAS,High School,Yes,Yes,79,100.00%,29.10%,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
57814,,ACADEMY FOR ACADEMIC EXCELLENCE,REGION 10: RICHARDSON,DALLAS,High School,Yes,Yes,25,100.00%,12.00%,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
57828,,WINFREE ACADEMY CHARTER SCHOOLS,REGION 10: RICHARDSON,DALLAS,High School,Yes,Yes,131,57.30%,26.70%,C,74,B,81,B,83,B,83,Not Rated,        .,Not Rated: Senate Bill 1365,30
57828,,WINFREE ACADEMY CHARTER SCHOOLS,REGION 10: RICHARDSON,DALLAS,High School,Yes,Yes,167,59.90%,10.80%,C,71,B,84,Not Rated: Senate Bill 1365,60,Not Rated: Senate Bill 1365,60,Not Rated,        .,Not Rated: Senate Bill 1365,30
57828,,WINFREE ACADEMY CHARTER SCHOOLS,REGION 10: RICHARDSON,DALLAS,High School,Yes,Yes,156,52.60%,12.80%,A,95,B,88,Not Rated,        .,Not Rated,        .,Not Rated,        .,A,92
57828,,WINFREE ACADEMY CHARTER SCHOOLS,REGION 10: RICHARDSON,DALLAS,High School,Yes,Yes,214,65.40%,21.00%,B,83,B,80,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated: Senate Bill 1365,69
57828,,WINFREE ACADEMY CHARTER SCHOOLS,REGION 10: RICHARDSON,DALLAS,High School,Yes,Yes,228,58.80%,14.50%,Not Rated: Senate Bill 1365,63,C,75,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated: Senate Bill 1365,30
57828,,WINFREE ACADEMY CHARTER SCHOOLS,REGION 10: RICHARDSON,DALLAS,High School,Yes,Yes,172,57.60%,16.30%,C,70,B,80,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated: Senate Bill 1365,30
57829,,A+ ACADEMY,REGION 10: RICHARDSON,DALLAS,High School,No,Yes,694,95.00%,43.80%,C,71,C,71,C,71,Not Rated: Senate Bill 1365,66,C,71,C,72
57830,,INSPIRED VISION ACADEMY,REGION 10: RICHARDSON,DALLAS,High School,No,Yes,582,96.90%,41.20%,Not Rated: Senate Bill 1365,65,Not Rated: Senate Bill 1365,67,Not Rated: Senate Bill 1365,66,Not Rated: Senate Bill 1365,66,Not Rated: Senate Bill 1365,63,Not Rated: Senate Bill 1365,59
57834,,EVOLUTION ACADEMY CHARTER SCHOOL,REGION 10: RICHARDSON,DALLAS,High School,Yes,Yes,280,61.40%,13.60%,B,86,B,82,Not Rated: Senate Bill 1365,69,Not Rated: Senate Bill 1365,69,Not Rated,        .,C,78
57834,,EVOLUTION ACADEMY CHARTER SCHOOL,REGION 10: RICHARDSON,DALLAS,High School,Yes,Yes,193,81.90%,3.10%,A,97,B,86,B,84,B,84,Not Rated,        .,A,90
57834,,EVOLUTION ACADEMY CHARTER SCHOOL,REGION 10: RICHARDSON,DALLAS,High School,Yes,Yes,196,61.20%,6.10%,A,94,B,87,C,71,C,71,Not Rated,        .,A,91
57840,,RICHLAND COLLEGIATE HIGH SCHOOL,REGION 10: RICHARDSON,DALLAS,High School,No,Yes,336,3.00%,9.20%,A,97,A,97,B,82,Not Rated,        .,B,82,Not Rated,        .
57844,,MANARA ACADEMY,REGION 10: RICHARDSON,DALLAS,High School,No,Yes,144,66.70%,43.10%,B,88,C,77,A,90,A,90,B,82,B,83
57848,,INTERNATIONAL LEADERSHIP OF TEXAS (ILTEXAS),REGION 10: RICHARDSON,DALLAS,High School,No,Yes,557,58.20%,35.90%,B,86,B,88,A,90,Not Rated: Senate Bill 1365,69,A,90,C,78
57848,,INTERNATIONAL LEADERSHIP OF TEXAS (ILTEXAS),REGION 10: RICHARDSON,DALLAS,High School,No,Yes,675,62.40%,37.60%,B,82,B,85,B,85,B,82,B,85,C,74
57848,,INTERNATIONAL LEADERSHIP OF TEXAS (ILTEXAS),REGION 10: RICHARDSON,DALLAS,High School,No,Yes,752,42.20%,22.70%,B,83,B,86,B,82,C,72,B,82,C,77
57848,,INTERNATIONAL LEADERSHIP OF TEXAS (ILTEXAS),REGION 10: RICHARDSON,DALLAS,High School,No,Yes,711,64.30%,25.60%,B,87,B,87,A,90,B,87,A,90,B,81
57848,,INTERNATIONAL LEADERSHIP OF TEXAS (ILTEXAS),REGION 10: RICHARDSON,DALLAS,High School,No,Yes,216,69.00%,18.10%,C,78,Not Rated: Senate Bill 1365,67,B,82,B,82,C,73,C,70
57848,,INTERNATIONAL LEADERSHIP OF TEXAS (ILTEXAS),REGION 10: RICHARDSON,DALLAS,High School,No,Yes,490,82.90%,42.40%,B,80,Not Rated: Senate Bill 1365,64,B,87,B,87,C,73,Not Rated: Senate Bill 1365,64
57848,,INTERNATIONAL LEADERSHIP OF TEXAS (ILTEXAS),REGION 10: RICHARDSON,DALLAS,High School,No,Yes,149,41.60%,11.40%,B,86,B,89,B,85,B,81,B,85,B,80
57903,,CARROLLTON-FARMERS BRANCH ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,"2,089",67.20%,39.40%,B,81,B,82,B,84,C,70,B,84,C,74
57903,,CARROLLTON-FARMERS BRANCH ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,"2,033",66.60%,32.50%,C,79,B,80,B,81,C,79,B,81,C,74
57903,,CARROLLTON-FARMERS BRANCH ISD,REGION 10: RICHARDSON,DALLAS,High School,Yes,No,65,49.20%,26.20%,B,82,B,86,Not Rated,        .,Not Rated,        .,Not Rated,        .,C,73
57903,,CARROLLTON-FARMERS BRANCH ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,"1,690",53.00%,19.00%,B,87,B,88,B,88,B,83,B,88,B,84
57903,,CARROLLTON-FARMERS BRANCH ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,948,49.50%,9.80%,B,83,B,85,B,84,C,73,B,84,C,77
57903,,CARROLLTON-FARMERS BRANCH ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,3,100.00%,66.70%,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
57903,,CARROLLTON-FARMERS BRANCH ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,335,76.40%,18.80%,A,94,A,97,A,96,A,95,A,96,B,88
57903,,CARROLLTON-FARMERS BRANCH ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,47,34.00%,0.00%,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
57904,,CEDAR HILL ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,"2,277",63.50%,4.80%,Not Rated: Senate Bill 1365,67,Not Rated: Senate Bill 1365,68,Not Rated: Senate Bill 1365,64,Not Rated: Senate Bill 1365,58,Not Rated: Senate Bill 1365,64,Not Rated: Senate Bill 1365,63
57904,,CEDAR HILL ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,348,45.40%,5.70%,A,98,A,97,A,95,A,92,A,95,A,100
57905,,DALLAS ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,"2,208",82.20%,52.90%,B,81,B,81,B,85,B,85,B,83,C,77
57905,,DALLAS ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,"1,497",96.20%,61.40%,B,82,C,77,B,83,C,79,B,83,C,73
57905,,DALLAS ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,368,81.50%,35.10%,B,86,B,85,A,91,A,91,B,84,B,85
57905,,DALLAS ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,"2,131",89.30%,47.30%,C,77,C,74,C,79,C,75,C,79,C,72
57905,,DALLAS ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,"1,660",70.10%,47.50%,B,82,C,79,B,87,B,81,B,87,C,76
57905,,DALLAS ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,"1,461",90.90%,74.30%,B,80,C,70,B,84,B,84,B,81,C,73
57905,,DALLAS ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,"1,315",86.30%,51.40%,C,73,C,71,B,80,Not Rated: Senate Bill 1365,63,B,80,Not Rated: Senate Bill 1365,68
57905,,DALLAS ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,665,90.10%,19.40%,C,74,Not Rated: Senate Bill 1365,69,C,76,Not Rated: Senate Bill 1365,57,C,76,Not Rated: Senate Bill 1365,68
57905,,DALLAS ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,"1,339",92.70%,45.10%,C,77,Not Rated: Senate Bill 1365,67,C,77,C,76,C,77,C,71
57905,,DALLAS ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,741,95.10%,37.90%,Not Rated: Senate Bill 1365,63,Not Rated: Senate Bill 1365,59,Not Rated: Senate Bill 1365,63,Not Rated: Senate Bill 1365,51,Not Rated: Senate Bill 1365,63,Not Rated: Senate Bill 1365,63
57905,,DALLAS ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,"1,875",92.70%,58.30%,Not Rated: Senate Bill 1365,66,Not Rated: Senate Bill 1365,62,Not Rated: Senate Bill 1365,68,Not Rated: Senate Bill 1365,68,Not Rated: Senate Bill 1365,68,Not Rated: Senate Bill 1365,60
57905,,DALLAS ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,"1,723",88.10%,51.10%,C,74,C,70,B,80,Not Rated: Senate Bill 1365,55,B,80,C,70
57905,,DALLAS ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,"1,413",96.70%,25.90%,Not Rated: Senate Bill 1365,69,Not Rated: Senate Bill 1365,63,C,70,Not Rated: Senate Bill 1365,69,C,70,Not Rated: Senate Bill 1365,66
57905,,DALLAS ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,"1,631",92.90%,58.10%,Not Rated: Senate Bill 1365,62,Not Rated: Senate Bill 1365,59,Not Rated: Senate Bill 1365,63,Not Rated: Senate Bill 1365,62,Not Rated: Senate Bill 1365,63,Not Rated: Senate Bill 1365,60
57905,,DALLAS ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,"2,159",82.60%,47.30%,B,81,C,74,B,83,B,83,B,81,C,74
57905,,DALLAS ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,"2,089",73.70%,54.50%,C,73,Not Rated: Senate Bill 1365,67,C,79,C,79,C,76,Not Rated: Senate Bill 1365,67
57905,,DALLAS ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,"1,896",53.40%,28.40%,C,78,B,84,B,85,B,83,B,85,B,83
57905,,DALLAS ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,"1,129",91.10%,21.20%,C,70,Not Rated: Senate Bill 1365,61,C,78,C,78,Not Rated: Senate Bill 1365,65,Not Rated: Senate Bill 1365,62
57905,,DALLAS ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,"1,202",87.00%,43.60%,C,79,C,73,B,83,B,83,B,80,Not Rated: Senate Bill 1365,68
57905,,DALLAS ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,"4,264",73.30%,42.70%,C,72,C,70,C,75,Not Rated: Senate Bill 1365,68,C,75,Not Rated: Senate Bill 1365,68
57905,,DALLAS ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,501,51.10%,10.00%,A,95,A,99,A,98,Not Rated,        .,A,98,A,100
57905,,DALLAS ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,"1,310",92.20%,64.40%,B,85,C,76,B,88,B,88,B,85,C,77
57905,,DALLAS ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,141,77.30%,29.80%,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
57905,,DALLAS ISD,REGION 10: RICHARDSON,DALLAS,High School,Yes,No,11,72.70%,54.50%,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
57905,,DALLAS ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,416,95.70%,32.20%,C,74,Not Rated: Senate Bill 1365,66,C,75,C,75,C,72,C,73
57905,,DALLAS ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,484,73.10%,12.40%,A,93,A,96,A,94,A,92,A,94,A,100
57905,,DALLAS ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,949,28.50%,6.20%,B,89,A,95,A,91,B,83,A,91,B,87
57905,,DALLAS ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,488,70.50%,11.70%,A,95,A,97,A,96,A,91,A,96,A,100
57905,,DALLAS ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,213,63.80%,15.00%,B,89,A,96,A,95,A,95,A,95,A,100
57905,,DALLAS ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,468,73.30%,10.70%,A,95,A,97,A,96,B,83,A,96,A,100
57905,,DALLAS ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,502,38.40%,4.40%,A,97,A,99,A,99,A,96,A,99,A,100
57905,,DALLAS ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,353,69.70%,28.30%,A,94,A,97,A,95,A,93,A,95,A,100
57905,,DALLAS ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,429,87.90%,30.50%,A,94,A,98,A,97,B,86,A,97,A,100
57905,,DALLAS ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,261,79.70%,30.70%,A,95,A,98,A,97,B,85,A,97,A,100
57905,,DALLAS ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,1,100.00%,0.00%,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
57905,,DALLAS ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,998,98.00%,30.90%,C,76,Not Rated: Senate Bill 1365,68,C,79,Not Rated: Senate Bill 1365,69,C,79,C,71
57905,,DALLAS ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,219,83.10%,37.40%,C,79,B,80,B,82,C,72,B,82,C,76
57905,,DALLAS ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,252,73.00%,29.80%,C,74,Not Rated: Senate Bill 1365,66,C,73,C,70,C,73,C,73
57905,,DALLAS ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,204,87.70%,35.80%,A,93,A,94,A,95,A,92,A,95,A,100
57906,,DESOTO ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,"2,734",64.40%,4.60%,C,76,C,72,C,79,C,79,C,74,Not Rated: Senate Bill 1365,69
57907,,DUNCANVILLE ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,"4,549",71.60%,13.20%,C,76,C,76,C,77,Not Rated: Senate Bill 1365,63,C,77,C,72
57907,,DUNCANVILLE ISD,REGION 10: RICHARDSON,DALLAS,High School,Yes,No,87,65.50%,21.80%,C,74,C,72,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated: Senate Bill 1365,68
57907,,DUNCANVILLE ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,1,100.00%,0.00%,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
57909,,GARLAND ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,"2,385",74.00%,33.40%,B,88,B,86,A,92,C,70,A,92,C,77
57909,,GARLAND ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,"2,157",87.90%,48.40%,C,78,C,77,B,82,Not Rated: Senate Bill 1365,69,B,82,C,70
57909,,GARLAND ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,"2,750",72.40%,27.90%,A,90,A,90,A,92,B,87,A,92,B,86
57909,,GARLAND ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,"2,438",73.60%,16.20%,B,84,B,84,B,87,Not Rated: Senate Bill 1365,66,B,87,C,77
57909,,GARLAND ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,"2,224",78.10%,31.40%,B,81,B,81,B,85,C,76,B,85,C,73
57909,,GARLAND ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,"2,392",62.80%,15.60%,B,86,B,86,A,91,Not Rated: Senate Bill 1365,69,A,91,C,73
57909,,GARLAND ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,"2,910",48.40%,13.50%,B,88,B,89,B,87,B,82,B,87,B,86
57910,,GRAND PRAIRIE ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,"2,947",78.10%,41.80%,C,74,C,70,C,75,Not Rated: Senate Bill 1365,62,C,75,C,70
57910,,GRAND PRAIRIE ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,"3,413",62.00%,19.00%,C,75,C,77,C,76,Not Rated: Senate Bill 1365,66,C,76,C,71
57910,,GRAND PRAIRIE ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,5,60.00%,20.00%,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
57910,,GRAND PRAIRIE ISD,REGION 10: RICHARDSON,DALLAS,High School,Yes,No,388,62.60%,29.10%,C,79,C,78,C,78,C,78,Not Rated,        .,Not Rated: Senate Bill 1365,69
57910,,GRAND PRAIRIE ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,"1,521",68.20%,40.60%,A,92,A,93,A,91,B,83,A,91,A,90
57911,,HIGHLAND PARK ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,"2,260",0.20%,0.90%,A,98,A,97,B,83,C,72,B,83,A,100
57912,,IRVING ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,"2,731",86.20%,41.30%,C,76,C,75,C,78,Not Rated: Senate Bill 1365,69,C,78,C,70
57912,,IRVING ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,"2,720",79.30%,28.30%,C,79,C,78,B,82,C,75,B,82,C,73
57912,,IRVING ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,"2,477",84.50%,33.50%,C,75,C,75,C,77,C,73,C,77,C,70
57912,,IRVING ISD,REGION 10: RICHARDSON,DALLAS,High School,Yes,No,240,85.40%,47.50%,B,82,B,86,B,84,B,84,Not Rated,        .,C,70
57912,,IRVING ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,"1,637",81.80%,26.00%,B,85,B,87,B,88,C,72,B,88,C,78
57912,,IRVING ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,11,81.80%,36.40%,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
57913,,LANCASTER ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,"2,179",74.40%,7.10%,B,83,B,84,B,85,C,79,B,85,C,78
57914,,MESQUITE ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,"2,337",74.20%,18.90%,C,78,C,79,B,81,C,75,B,81,C,71
57914,,MESQUITE ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,"2,159",78.80%,25.60%,B,81,B,80,B,84,B,84,B,81,C,75
57914,,MESQUITE ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,"2,206",80.60%,25.30%,B,81,B,80,B,84,B,83,B,84,C,75
57914,,MESQUITE ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,"1,642",62.60%,11.80%,B,85,B,86,B,85,C,78,B,85,B,83
57914,,MESQUITE ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,"3,101",70.80%,19.40%,B,83,B,82,B,85,B,82,B,85,C,77
57914,,MESQUITE ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,787,75.10%,21.30%,B,89,B,86,A,90,B,82,A,90,B,85
57914,,MESQUITE ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,5,80.00%,20.00%,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
57916,,RICHARDSON ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,"2,831",51.70%,20.00%,C,77,C,78,C,79,C,76,C,79,C,73
57916,,RICHARDSON ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,"2,788",50.40%,17.50%,B,83,B,85,B,83,Not Rated: Senate Bill 1365,69,B,83,C,77
57916,,RICHARDSON ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,"2,432",35.40%,20.30%,B,83,B,87,B,80,Not Rated: Senate Bill 1365,66,B,80,C,75
57916,,RICHARDSON ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,"2,393",58.20%,19.30%,C,74,C,73,C,75,Not Rated: Senate Bill 1365,65,C,75,C,71
